order_id,customer_id,product_id,order_timestamp,quantity,unit_price,discount_pct,status,updated_at,reason
O0008563,C00497,P0477,2025-11-05 18:09:00+00:00,7,22508.68,0.0,PACKED,2025-11-08 03:09:00+00:00,bad_status;
O0008565,C00919,P0507,2026-03-25 02:48:00+00:00,5,4522.67,0.0,PAID,2026-03-28 00:48:00+00:00,bad_status;
O0008578,C02073,P0430,2025-08-16 06:06:00+00:00,5,38494.55,0.0,PACKED,2025-08-17 21:06:00+00:00,bad_status;
O0008579,C00346,P0515,2026-07-23 03:58:00+00:00,3,27518.63,0.15,PAID,2026-07-24 16:58:00+00:00,bad_status;
O0008580,C02628,P0366,2025-09-21 11:41:00+00:00,1,34213.13,0.1,PACKED,2025-09-24 02:41:00+00:00,bad_status;
O0008581,C00332,P0046,2025-07-26 23:50:00+00:00,1,87748.04,0.1,PACKED,2025-07-27 03:50:00+00:00,bad_status;
O0008582,C01589,P0324,2025-03-31 21:59:00+00:00,6,3424.16,0.0,PACKED,2025-04-01 18:59:00+00:00,bad_status;
O0008583,C01737,P0018,2025-03-21 18:31:00+00:00,7,39315.77,0.05,PACKED,2025-03-24 00:31:00+00:00,bad_status;
O0008585,C00294,P0213,2025-05-18 06:22:00+00:00,8,75044.88,0.05,PACKED,2025-05-18 21:22:00+00:00,bad_status;
O0008586,C00943,P0335,2026-07-31 17:54:00+00:00,7,70362.27,0.05,PAID,2026-08-02 20:54:00+00:00,bad_status;
O0008588,C02695,P0170,2025-08-03 13:23:00+00:00,7,49207.68,0.1,PACKED,2025-08-05 05:23:00+00:00,bad_status;
O0008591,C01866,P0399,2026-01-02 07:08:00+00:00,7,46562.84,0.1,PAID,2026-01-02 21:08:00+00:00,bad_status;
O0008592,C01018,P0417,2025-06-20 08:38:00+00:00,7,57523.61,0.15,PACKED,2025-06-21 05:38:00+00:00,bad_status;
O0008594,C01622,P0316,2025-03-27 22:23:00+00:00,6,89926.78,0.05,PACKED,2025-03-30 03:23:00+00:00,bad_status;
O0008596,C00709,P0529,2025-11-07 04:55:00+00:00,1,25907.16,0.0,PACKED,2025-11-09 17:55:00+00:00,bad_status;
O0008598,C02845,P0101,2026-01-19 17:50:00+00:00,1,14612.66,0.0,PACKED,2026-01-21 19:50:00+00:00,bad_status;
O0008599,C02266,P0492,2025-12-26 00:29:00+00:00,1,24199.17,0.1,PAID,2025-12-27 16:29:00+00:00,bad_status;
O0008601,C01877,P0024,2025-09-25 14:47:00+00:00,5,72681.87,0.0,PAID,2025-09-28 11:47:00+00:00,bad_status;
O0008603,C00515,P0165,2026-06-04 18:27:00+00:00,7,31631.99,0.05,PACKED,2026-06-05 16:27:00+00:00,bad_status;
O0008605,C00697,P0247,2025-10-23 21:23:00+00:00,1,89261.34,0.0,PACKED,2025-10-24 03:23:00+00:00,bad_status;
O0008608,C02441,P0096,2026-06-11 12:38:00+00:00,8,6479.16,0.15,PAID,2026-06-13 03:38:00+00:00,bad_status;
O0008611,C00245,P0302,2026-04-14 06:16:00+00:00,6,79460.58,0.05,PAID,2026-04-14 21:16:00+00:00,bad_status;
O0008614,C01788,P0159,2025-07-31 11:00:00+00:00,6,72796.8,0.0,PACKED,2025-07-31 12:00:00+00:00,bad_status;
O0008615,C00505,P0100,2025-08-31 21:32:00+00:00,5,45342.56,0.05,PAID,2025-09-03 09:32:00+00:00,bad_status;
O0008616,C02105,P0014,2026-08-19 23:34:00+00:00,7,77030.15,0.05,PAID,2026-08-20 07:34:00+00:00,bad_status;
O0008622,C02007,P0050,2025-07-23 18:02:00+00:00,2,705.45,0.05,PACKED,2025-07-24 10:02:00+00:00,bad_status;
O0008623,C02648,P0005,2025-12-10 19:01:00+00:00,1,11408.94,0.15,PACKED,2025-12-13 07:01:00+00:00,bad_status;
O0008624,C02491,P0377,2025-03-21 23:22:00+00:00,2,64363.13,0.05,PAID,2025-03-23 01:22:00+00:00,bad_status;
O0008625,C00437,P0389,2025-10-22 01:25:00+00:00,5,69949.12,0.05,PAID,2025-10-22 04:25:00+00:00,bad_status;
O0008628,C01829,P0027,2025-03-27 21:24:00+00:00,2,48657.16,0.0,PAID,2025-03-30 06:24:00+00:00,bad_status;
O0008629,C02211,P0480,2025-09-03 15:35:00+00:00,7,1541.62,0.0,PAID,2025-09-04 17:35:00+00:00,bad_status;
O0008638,C00646,P0411,2025-01-27 22:12:00+00:00,5,64372.24,0.15,PAID,2025-01-28 12:12:00+00:00,bad_status;
O0008639,C01320,P0294,2025-11-29 03:30:00+00:00,8,64326.21,0.1,PACKED,2025-11-29 16:30:00+00:00,bad_status;
O0008640,C01714,P0056,2026-06-25 21:39:00+00:00,5,14507.56,0.1,PACKED,2026-06-26 00:39:00+00:00,bad_status;
O0008645,C00897,P0020,2025-08-20 10:02:00+00:00,2,38796.92,0.1,PAID,2025-08-20 17:02:00+00:00,bad_status;
O0008649,C00060,P0213,2026-01-11 07:47:00+00:00,3,75044.88,0.05,PAID,2026-01-11 22:47:00+00:00,bad_status;
O0008654,C02026,P0571,2026-06-15 03:34:00+00:00,8,43789.31,0.0,PACKED,2026-06-16 18:34:00+00:00,bad_status;
O0008656,C01191,P0316,2025-02-22 16:20:00+00:00,6,89926.78,0.0,PAID,2025-02-22 20:20:00+00:00,bad_status;
O0008661,C02965,P0271,2026-09-11 19:01:00+00:00,2,65786.22,0.1,PAID,2026-09-14 02:01:00+00:00,bad_status;
O0008666,C00843,P0013,2025-05-07 17:23:00+00:00,5,4808.32,0.05,PACKED,2025-05-08 00:23:00+00:00,bad_status;
O0008669,C00026,P0502,2025-06-15 20:44:00+00:00,7,46377.67,0.0,PAID,2025-06-18 02:44:00+00:00,bad_status;
O0008675,C02414,P0407,2025-09-01 05:25:00+00:00,3,68471.58,0.1,PAID,2025-09-02 11:25:00+00:00,bad_status;
O0008684,C00280,P0502,2026-01-03 10:04:00+00:00,1,46377.67,0.05,PACKED,2026-01-05 00:04:00+00:00,bad_status;
O0008690,C02024,P0342,2026-06-12 21:11:00+00:00,5,72604.07,0.1,PAID,2026-06-12 22:11:00+00:00,bad_status;
O0008699,C00238,P0005,2026-06-10 08:47:00+00:00,8,11408.94,0.0,PACKED,2026-06-12 12:47:00+00:00,bad_status;
O0008701,C00996,P0489,2025-04-11 05:15:00+00:00,5,60995.07,0.0,PACKED,2025-04-12 17:15:00+00:00,bad_status;
O0008707,C01580,P0502,2025-04-24 09:40:00+00:00,6,46377.67,0.0,PACKED,2025-04-25 07:40:00+00:00,bad_status;
O0008709,C00659,P0517,2025-10-15 21:52:00+00:00,8,25482.11,0.15,PACKED,2025-10-17 14:52:00+00:00,bad_status;
O0008712,C02083,P0246,2026-08-04 09:43:00+00:00,5,28416.14,0.1,PAID,2026-08-06 07:43:00+00:00,bad_status;
O0008713,C01575,P0090,2025-12-13 09:16:00+00:00,3,31265.73,0.1,PAID,2025-12-13 10:16:00+00:00,bad_status;
O0008717,C01816,P0409,2026-02-20 13:52:00+00:00,1,2368.2,0.0,PACKED,2026-02-20 22:52:00+00:00,bad_status;
O0008718,C02049,P0446,2026-01-05 01:21:00+00:00,2,69338.22,0.0,PACKED,2026-01-07 11:21:00+00:00,bad_status;
O0008719,C01394,P0172,2026-03-26 14:08:00+00:00,1,70418.1,0.05,PAID,2026-03-28 12:08:00+00:00,bad_status;
O0008723,C00643,P0435,2025-12-24 10:24:00+00:00,8,79090.99,0.1,PAID,2025-12-24 16:24:00+00:00,bad_status;
O0008724,C02795,P0135,2025-07-15 08:47:00+00:00,1,37913.64,0.0,PAID,2025-07-15 16:47:00+00:00,bad_status;
O0008728,C02558,P0563,2026-07-18 10:51:00+00:00,1,36257.18,0.05,PAID,2026-07-20 22:51:00+00:00,bad_status;
O0008730,C02516,P0225,2025-06-17 16:50:00+00:00,7,43720.81,0.1,PACKED,2025-06-18 13:50:00+00:00,bad_status;
O0008732,C02911,P0034,2025-10-15 23:26:00+00:00,3,36572.06,0.1,PACKED,2025-10-15 23:26:00+00:00,bad_status;
O0008734,C00191,P0189,2026-01-12 05:46:00+00:00,5,64797.84,0.0,PACKED,2026-01-14 21:46:00+00:00,bad_status;
O0008735,C01771,P0188,2025-03-17 19:32:00+00:00,8,8296.15,0.0,PACKED,2025-03-20 19:32:00+00:00,bad_status;
O0008738,C00572,P0549,2025-10-05 09:27:00+00:00,3,15850.97,0.1,PACKED,2025-10-05 14:27:00+00:00,bad_status;
O0008740,C00095,P0323,2026-06-03 13:33:00+00:00,4,10488.44,0.0,PAID,2026-06-05 19:33:00+00:00,bad_status;
O0008742,C02955,P0522,2026-03-21 14:24:00+00:00,6,26730.04,0.0,PAID,2026-03-22 04:24:00+00:00,bad_status;
O0008743,C00573,P0321,2025-05-29 21:35:00+00:00,1,86572.35,0.1,PACKED,2025-05-30 05:35:00+00:00,bad_status;
O0008744,C00725,P0409,2025-03-01 06:40:00+00:00,8,2368.2,0.15,PAID,2025-03-03 12:40:00+00:00,bad_status;
O0008749,C02098,P0144,2025-12-28 02:45:00+00:00,8,24373.2,0.0,PAID,2025-12-30 11:45:00+00:00,bad_status;
O0008751,C00002,P0289,2025-10-21 17:24:00+00:00,7,29937.24,0.0,PACKED,2025-10-22 00:24:00+00:00,bad_status;
O0008754,C01415,P0381,2025-01-12 09:43:00+00:00,6,32252.06,0.0,PACKED,2025-01-15 07:43:00+00:00,bad_status;
O0008757,C02778,P0422,2025-02-03 22:18:00+00:00,1,39917.69,0.0,PAID,2025-02-06 13:18:00+00:00,bad_status;
O0008758,C02122,P0580,2026-05-22 13:47:00+00:00,8,33069.6,0.05,PACKED,2026-05-25 09:47:00+00:00,bad_status;
O0008761,C01410,P0037,2025-01-20 02:36:00+00:00,6,12823.47,0.15,PACKED,2025-01-21 15:36:00+00:00,bad_status;
O0008762,C02843,P0273,2025-02-11 05:15:00+00:00,5,50778.28,0.15,PACKED,2025-02-14 03:15:00+00:00,bad_status;
O0008767,C00147,P0283,2026-08-22 04:15:00+00:00,3,39076.51,0.0,PAID,2026-08-24 18:15:00+00:00,bad_status;
O0008768,C02161,P0260,2025-06-03 12:27:00+00:00,8,16466.32,0.0,PACKED,2025-06-03 14:27:00+00:00,bad_status;
O0008771,C00801,P0329,2026-09-10 04:19:00+00:00,6,38003.83,0.0,PACKED,2026-09-12 10:19:00+00:00,bad_status;
O0008776,C00688,P0027,2026-05-29 11:21:00+00:00,3,48657.16,0.0,PAID,2026-05-29 17:21:00+00:00,bad_status;
O0008777,C02072,P0213,2026-06-21 01:41:00+00:00,2,75044.88,0.0,PACKED,2026-06-23 03:41:00+00:00,bad_status;
O0008779,C00132,P0312,2026-03-19 09:19:00+00:00,2,49308.75,0.0,PAID,2026-03-22 00:19:00+00:00,bad_status;
O0008781,C01306,P0443,2025-12-24 04:58:00+00:00,1,82138.91,0.0,PACKED,2025-12-27 02:58:00+00:00,bad_status;
O0008784,C01091,P0092,2025-11-17 01:33:00+00:00,2,75903.29,0.1,PACKED,2025-11-19 13:33:00+00:00,bad_status;
O0008786,C02607,P0079,2025-10-16 01:38:00+00:00,4,24296.45,0.05,PACKED,2025-10-17 12:38:00+00:00,bad_status;
O0008787,C02004,P0331,2025-02-14 02:22:00+00:00,2,58553.68,0.0,PAID,2025-02-14 18:22:00+00:00,bad_status;
O0008788,C00125,P0065,2026-06-24 17:56:00+00:00,6,18125.28,0.15,PACKED,2026-06-26 20:56:00+00:00,bad_status;
O0008790,C01901,P0300,2025-06-30 10:03:00+00:00,2,41816.96,0.0,PACKED,2025-07-01 03:03:00+00:00,bad_status;
O0008791,C00370,P0527,2025-01-10 08:17:00+00:00,8,17959.87,0.1,PACKED,2025-01-12 03:17:00+00:00,bad_status;
O0008792,C02543,P0119,2025-01-11 18:46:00+00:00,5,52861.96,0.05,PAID,2025-01-12 12:46:00+00:00,bad_status;
O0008797,C02084,P0311,2025-01-14 01:20:00+00:00,4,59966.53,0.05,PAID,2025-01-14 09:20:00+00:00,bad_status;
O0008805,C01910,P0008,2025-02-18 03:24:00+00:00,2,51014.7,0.15,PACKED,2025-02-19 03:24:00+00:00,bad_status;
O0008808,C00343,P0183,2026-06-14 21:27:00+00:00,2,13031.76,0.05,PACKED,2026-06-16 00:27:00+00:00,bad_status;
O0008814,C01895,P0481,2025-06-02 04:03:00+00:00,1,68492.54,0.0,PAID,2025-06-04 23:03:00+00:00,bad_status;
O0008815,C01708,P0190,2025-10-26 07:29:00+00:00,1,27131.31,0.0,PACKED,2025-10-26 13:29:00+00:00,bad_status;
O0008816,C02988,P0312,2025-07-18 14:38:00+00:00,6,49308.75,0.05,PAID,2025-07-18 19:38:00+00:00,bad_status;
O0008820,C00304,P0327,2026-03-01 00:01:00+00:00,1,8627.76,0.05,PACKED,2026-03-02 16:01:00+00:00,bad_status;
O0008824,C02490,P0527,2025-07-13 16:34:00+00:00,4,17959.87,0.15,PACKED,2025-07-15 07:34:00+00:00,bad_status;
O0008825,C02567,P0201,2026-06-24 08:42:00+00:00,1,83728.12,0.0,PACKED,2026-06-24 13:42:00+00:00,bad_status;
O0008832,C02747,P0465,2025-04-07 17:36:00+00:00,2,77428.74,0.15,PAID,2025-04-10 12:36:00+00:00,bad_status;
O0008834,C00985,P0265,2025-09-29 08:35:00+00:00,6,57069.88,0.0,PACKED,2025-09-30 00:35:00+00:00,bad_status;
O0008836,C02737,P0343,2026-02-09 01:45:00+00:00,5,26854.39,0.0,PAID,2026-02-09 13:45:00+00:00,bad_status;
O0008838,C01682,P0151,2025-09-19 14:44:00+00:00,2,11019.69,0.0,PAID,2025-09-21 20:44:00+00:00,bad_status;
O0008840,C01108,P0430,2025-04-21 22:12:00+00:00,2,38494.55,0.0,PACKED,2025-04-22 08:12:00+00:00,bad_status;
O0008842,C02538,P0318,2025-05-05 17:12:00+00:00,8,26681.18,0.0,PACKED,2025-05-07 10:12:00+00:00,bad_status;
O0008844,C02465,P0139,2026-03-20 14:32:00+00:00,6,19181.94,0.1,PACKED,2026-03-20 19:32:00+00:00,bad_status;
O0008847,C02598,P0339,2025-02-23 18:42:00+00:00,3,66565.59,0.15,PACKED,2025-02-25 12:42:00+00:00,bad_status;
O0008851,C01406,P0005,2025-01-16 21:03:00+00:00,8,11408.94,0.0,PACKED,2025-01-17 18:03:00+00:00,bad_status;
O0008852,C00618,P0534,2025-09-25 05:02:00+00:00,8,24173.5,0.1,PACKED,2025-09-25 06:02:00+00:00,bad_status;
O0008854,C02077,P0182,2026-05-22 13:48:00+00:00,6,2557.58,0.0,PACKED,2026-05-23 15:48:00+00:00,bad_status;
O0008855,C01329,P0010,2026-09-03 13:51:00+00:00,1,53583.15,0.0,PAID,2026-09-06 08:51:00+00:00,bad_status;
O0008858,C01570,P0256,2026-08-05 10:26:00+00:00,3,68958.33,0.0,PAID,2026-08-05 16:26:00+00:00,bad_status;
O0008861,C01712,P0581,2025-08-15 08:10:00+00:00,1,36668.46,0.0,PAID,2025-08-15 20:10:00+00:00,bad_status;
O0008864,C00006,P0337,2026-06-13 05:34:00+00:00,6,12055.69,0.05,PAID,2026-06-13 21:34:00+00:00,bad_status;
O0008865,C00715,P0405,2025-11-01 22:17:00+00:00,2,86383.49,0.1,PAID,2025-11-03 05:17:00+00:00,bad_status;
O0008867,C02237,P0064,2025-01-13 12:35:00+00:00,5,47232.89,0.0,PAID,2025-01-13 17:35:00+00:00,bad_status;
O0008873,C00661,P0457,2025-09-10 04:15:00+00:00,6,43161.69,0.0,PACKED,2025-09-10 21:15:00+00:00,bad_status;
O0008874,C01005,P0255,2026-01-24 10:01:00+00:00,4,76757.65,0.0,PACKED,2026-01-26 01:01:00+00:00,bad_status;
O0008876,C01434,P0223,2025-10-19 22:32:00+00:00,5,29111.74,0.05,PACKED,2025-10-20 10:32:00+00:00,bad_status;
O0008879,C00252,P0080,2025-02-26 18:18:00+00:00,7,32146.09,0.0,PAID,2025-03-01 14:18:00+00:00,bad_status;
O0008881,C00845,P0417,2025-02-12 01:18:00+00:00,2,57523.61,0.05,PACKED,2025-02-12 10:18:00+00:00,bad_status;
O0008882,C02907,P0355,2026-08-21 22:54:00+00:00,1,11475.26,0.15,PAID,2026-08-22 22:54:00+00:00,bad_status;
O0008887,C01362,P0095,2026-09-06 00:09:00+00:00,6,12023.65,0.0,PAID,2026-09-06 22:09:00+00:00,bad_status;
O0008891,C00676,P0384,2025-09-04 10:44:00+00:00,5,24159.43,0.0,PACKED,2025-09-06 11:44:00+00:00,bad_status;
O0008894,C01690,P0112,2025-01-12 11:08:00+00:00,2,72089.99,0.0,PAID,2025-01-14 13:08:00+00:00,bad_status;
O0008898,C00040,P0362,2026-03-08 02:35:00+00:00,3,7968.21,0.0,PAID,2026-03-08 14:35:00+00:00,bad_status;
O0008899,C00024,P0548,2026-06-23 09:15:00+00:00,3,69028.89,0.0,PAID,2026-06-26 09:15:00+00:00,bad_status;
O0008900,C00502,P0325,2025-10-05 19:50:00+00:00,5,64428.61,0.05,PACKED,2025-10-08 19:50:00+00:00,bad_status;
O0008902,C00086,P0198,2025-03-17 02:59:00+00:00,4,65808.84,0.0,PAID,2025-03-17 10:59:00+00:00,bad_status;
O0008903,C00322,P0054,2025-07-06 18:43:00+00:00,7,21032.34,0.0,PACKED,2025-07-08 20:43:00+00:00,bad_status;
O0008906,C02562,P0116,2026-06-05 04:33:00+00:00,3,20443.28,0.0,PAID,2026-06-05 10:33:00+00:00,bad_status;
O0008908,C01072,P0002,2026-05-27 18:56:00+00:00,7,8920.46,0.05,PAID,2026-05-28 04:56:00+00:00,bad_status;
O0008909,C00294,P0466,2025-12-30 04:47:00+00:00,3,57048.56,0.15,PAID,2025-12-30 23:47:00+00:00,bad_status;
O0008912,C01776,P0080,2025-09-05 08:41:00+00:00,7,32146.09,0.0,PAID,2025-09-06 20:41:00+00:00,bad_status;
O0008913,C00896,P0039,2026-07-25 04:13:00+00:00,3,54778.38,0.0,PACKED,2026-07-25 18:13:00+00:00,bad_status;
O0008915,C01208,P0046,2025-04-07 17:49:00+00:00,6,87748.04,0.0,PACKED,2025-04-08 15:49:00+00:00,bad_status;
O0008918,C02244,P0562,2026-07-23 22:52:00+00:00,5,86620.67,0.0,PACKED,2026-07-25 02:52:00+00:00,bad_status;
O0008920,C02241,P0239,2025-02-20 02:05:00+00:00,8,67525.62,0.15,PAID,2025-02-21 16:05:00+00:00,bad_status;
O0008921,C02116,P0417,2025-11-25 07:52:00+00:00,1,57523.61,0.0,PAID,2025-11-26 11:52:00+00:00,bad_status;
O0008925,C00059,P0351,2025-07-25 19:39:00+00:00,3,55125.73,0.0,PACKED,2025-07-26 03:39:00+00:00,bad_status;
O0008926,C00258,P0363,2025-06-05 09:13:00+00:00,5,2522.92,0.1,PAID,2025-06-06 23:13:00+00:00,bad_status;
O0008929,C02272,P0092,2026-01-15 10:32:00+00:00,6,75903.29,0.1,PAID,2026-01-16 14:32:00+00:00,bad_status;
O0008931,C00158,P0425,2026-02-20 10:24:00+00:00,8,33457.03,0.15,PACKED,2026-02-20 10:24:00+00:00,bad_status;
O0008934,C01423,P0564,2025-02-24 04:32:00+00:00,1,43610.08,0.0,PAID,2025-02-24 04:32:00+00:00,bad_status;
O0008940,C01917,P0164,2025-06-01 05:08:00+00:00,8,53800.39,0.0,PAID,2025-06-02 20:08:00+00:00,bad_status;
O0008943,C00150,P0011,2025-04-12 09:31:00+00:00,1,57532.56,0.1,PAID,2025-04-12 09:31:00+00:00,bad_status;
O0008946,C01943,P0282,2026-04-28 15:07:00+00:00,3,48696.2,0.0,PAID,2026-04-30 23:07:00+00:00,bad_status;
O0008947,C00322,P0039,2025-03-16 02:06:00+00:00,3,54778.38,0.05,PACKED,2025-03-16 23:06:00+00:00,bad_status;
O0008950,C02930,P0328,2025-07-18 12:06:00+00:00,6,34387.3,0.0,PAID,2025-07-20 06:06:00+00:00,bad_status;
O0008951,C02485,P0452,2025-03-20 18:41:00+00:00,7,1749.79,0.05,PACKED,2025-03-21 22:41:00+00:00,bad_status;
O0008952,C02438,P0364,2026-09-01 19:23:00+00:00,4,51326.98,0.15,PACKED,2026-09-03 04:23:00+00:00,bad_status;
O0008957,C01959,P0105,2026-03-11 19:11:00+00:00,2,56448.99,0.0,PAID,2026-03-14 08:11:00+00:00,bad_status;
O0008963,C00299,P0522,2025-09-25 12:41:00+00:00,3,26730.04,0.1,PACKED,2025-09-27 10:41:00+00:00,bad_status;
O0008964,C01032,P0414,2026-01-05 00:07:00+00:00,1,35322.58,0.15,PACKED,2026-01-06 09:07:00+00:00,bad_status;
O0008965,C01985,P0281,2026-07-15 09:07:00+00:00,8,42391.82,0.05,PAID,2026-07-16 11:07:00+00:00,bad_status;
O0008966,C00851,P0158,2025-06-05 16:16:00+00:00,4,23057.76,0.05,PACKED,2025-06-06 00:16:00+00:00,bad_status;
O0008968,C02988,P0559,2025-09-11 16:37:00+00:00,5,89584.77,0.15,PACKED,2025-09-14 10:37:00+00:00,bad_status;
O0008972,C01926,P0271,2025-09-28 04:05:00+00:00,2,65786.22,0.05,PAID,2025-09-30 03:05:00+00:00,bad_status;
O0008987,C02209,P0083,2025-08-29 02:09:00+00:00,7,68634.85,0.1,PACKED,2025-08-30 13:09:00+00:00,bad_status;
O0008989,C01644,P0578,2025-09-25 11:54:00+00:00,1,33153.37,0.05,PACKED,2025-09-25 20:54:00+00:00,bad_status;
O0008993,C02924,P0343,2026-03-29 03:00:00+00:00,2,26854.39,0.15,PAID,2026-03-30 02:00:00+00:00,bad_status;
O0008994,C00361,P0011,2026-08-28 08:15:00+00:00,1,57532.56,0.05,PAID,2026-08-28 09:15:00+00:00,bad_status;
O0008995,C00703,P0076,2026-05-04 15:42:00+00:00,7,22417.45,0.1,PACKED,2026-05-06 07:42:00+00:00,bad_status;
O0008996,C02742,P0362,2026-04-02 02:06:00+00:00,8,7968.21,0.0,PAID,2026-04-04 21:06:00+00:00,bad_status;
O0009000,C00899,P0503,2026-04-25 15:59:00+00:00,2,75773.98,0.15,PACKED,2026-04-25 16:59:00+00:00,bad_status;
O0009009,C01671,P0277,2025-05-23 05:01:00+00:00,6,9166.45,0.0,PACKED,2025-05-25 00:01:00+00:00,bad_status;
O0009012,C01888,P0450,2025-04-06 23:57:00+00:00,6,3551.05,0.0,PAID,2025-04-09 23:57:00+00:00,bad_status;
O0009015,C01272,P0412,2025-03-09 01:05:00+00:00,2,10515.9,0.15,PAID,2025-03-11 07:05:00+00:00,bad_status;
O0009021,C00427,P0038,2025-05-02 18:11:00+00:00,3,83133.63,0.05,PACKED,2025-05-04 15:11:00+00:00,bad_status;
O0009023,C01591,P0081,2026-08-28 09:28:00+00:00,3,12478.98,0.0,PAID,2026-08-29 09:28:00+00:00,bad_status;
O0009024,C01487,P0125,2026-05-18 00:07:00+00:00,4,2141.49,0.05,PAID,2026-05-18 01:07:00+00:00,bad_status;
O0009025,C01279,P0140,2025-06-03 07:17:00+00:00,6,86122.85,0.0,PAID,2025-06-03 09:17:00+00:00,bad_status;
O0009027,C01677,P0124,2026-03-06 20:11:00+00:00,4,20562.12,0.0,PACKED,2026-03-07 14:11:00+00:00,bad_status;
O0009033,C02860,P0061,2026-06-18 10:32:00+00:00,7,50431.31,0.0,PAID,2026-06-21 06:32:00+00:00,bad_status;
O0009035,C00858,P0508,2025-01-05 16:59:00+00:00,7,68755.98,0.15,PACKED,2025-01-08 07:59:00+00:00,bad_status;
O0009037,C01848,P0208,2026-09-08 16:10:00+00:00,6,24331.11,0.15,PACKED,2026-09-11 08:10:00+00:00,bad_status;
O0009040,C00202,P0427,2026-01-19 19:56:00+00:00,8,17170.37,0.0,PACKED,2026-01-22 02:56:00+00:00,bad_status;
O0009042,C02737,P0478,2026-05-22 12:09:00+00:00,3,13204.83,0.1,PACKED,2026-05-24 01:09:00+00:00,bad_status;
O0009043,C00046,P0168,2026-08-06 18:17:00+00:00,1,10039.87,0.15,PACKED,2026-08-06 20:17:00+00:00,bad_status;
O0009049,C02964,P0204,2026-08-18 23:14:00+00:00,7,71742.39,0.0,PACKED,2026-08-19 04:14:00+00:00,bad_status;
O0009050,C02817,P0100,2025-09-20 00:26:00+00:00,4,45342.56,0.0,PAID,2025-09-22 23:26:00+00:00,bad_status;
O0009053,C01901,P0397,2025-12-27 05:07:00+00:00,4,49652.25,0.0,PACKED,2025-12-29 22:07:00+00:00,bad_status;
O0009055,C02464,P0312,2025-10-26 17:02:00+00:00,4,49308.75,0.15,PAID,2025-10-27 18:02:00+00:00,bad_status;
O0009057,C01151,P0013,2025-01-04 07:38:00+00:00,2,4808.32,0.1,PAID,2025-01-05 08:38:00+00:00,bad_status;
O0009062,C00570,P0404,2025-04-01 12:03:00+00:00,2,53204.73,0.15,PAID,2025-04-02 02:03:00+00:00,bad_status;
O0009074,C02452,P0407,2025-07-07 08:56:00+00:00,8,68471.58,0.0,PACKED,2025-07-08 09:56:00+00:00,bad_status;
O0009078,C02399,P0555,2026-01-05 11:31:00+00:00,1,45218.61,0.0,PAID,2026-01-06 07:31:00+00:00,bad_status;
O0009083,C00835,P0442,2025-01-26 05:02:00+00:00,7,17818.66,0.0,PAID,2025-01-29 04:02:00+00:00,bad_status;
O0009086,C00689,P0289,2026-03-14 09:28:00+00:00,7,29937.24,0.1,PAID,2026-03-15 13:28:00+00:00,bad_status;
O0009090,C01358,P0165,2025-06-12 13:33:00+00:00,2,31631.99,0.0,PAID,2025-06-13 02:33:00+00:00,bad_status;
O0009094,C00967,P0212,2026-02-04 02:32:00+00:00,3,25422.78,0.05,PAID,2026-02-05 07:32:00+00:00,bad_status;
O0009095,C00010,P0380,2025-06-24 13:14:00+00:00,2,40150.81,0.0,PAID,2025-06-25 09:14:00+00:00,bad_status;
O0009097,C02799,P0285,2026-02-22 05:42:00+00:00,7,64779.6,0.0,PAID,2026-02-22 15:42:00+00:00,bad_status;
O0009099,C01525,P0295,2026-08-01 11:57:00+00:00,8,58450.82,0.0,PAID,2026-08-02 03:57:00+00:00,bad_status;
O0009102,C01970,P0313,2025-07-31 16:11:00+00:00,3,4389.38,0.0,PAID,2025-08-02 23:11:00+00:00,bad_status;
O0009107,C00322,P0323,2025-06-12 01:28:00+00:00,8,10488.44,0.05,PAID,2025-06-14 01:28:00+00:00,bad_status;
O0009111,C01248,P0261,2026-04-27 11:16:00+00:00,2,80174.88,0.15,PACKED,2026-04-28 21:16:00+00:00,bad_status;
O0009115,C01103,P0530,2025-06-21 04:15:00+00:00,3,53140.34,0.05,PAID,2025-06-23 05:15:00+00:00,bad_status;
O0009118,C02882,P0256,2025-02-05 12:00:00+00:00,2,68958.33,0.05,PAID,2025-02-07 07:00:00+00:00,bad_status;
O0009121,C02324,P0543,2025-02-17 04:07:00+00:00,8,54041.44,0.0,PAID,2025-02-18 15:07:00+00:00,bad_status;
O0009122,C02488,P0089,2026-07-16 19:30:00+00:00,4,5318.79,0.15,PACKED,2026-07-19 08:30:00+00:00,bad_status;
O0009123,C02048,P0320,2025-08-17 23:28:00+00:00,3,44220.92,0.15,PACKED,2025-08-18 16:28:00+00:00,bad_status;
O0009125,C01639,P0053,2026-06-13 09:32:00+00:00,3,89403.1,0.0,PAID,2026-06-14 19:32:00+00:00,bad_status;
O0009130,C01406,P0136,2026-04-30 02:58:00+00:00,1,70676.91,0.1,PACKED,2026-04-30 23:58:00+00:00,bad_status;
O0009133,C01716,P0395,2026-08-21 02:00:00+00:00,4,33467.86,0.1,PAID,2026-08-21 12:00:00+00:00,bad_status;
O0009137,C01155,P0351,2025-05-01 21:48:00+00:00,4,55125.73,0.05,PACKED,2025-05-04 15:48:00+00:00,bad_status;
O0009138,C02930,P0361,2025-12-27 15:33:00+00:00,1,43456.93,0.0,PACKED,2025-12-29 07:33:00+00:00,bad_status;
